Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,5,171,1,1,0.28421052631578947,1,19,12,5,9,0.33999999999999986,1,0,0,1,1,0,0.05660377358490565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout
1,15,1,9254,1,1,0.6842105263157894,1,1,3,3,3,0.5,1,0,0,0,1,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7417218543046358,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7358974358974358,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate
1,1,5,9070,1,1,0.28421052631578947,1,37,37,9,9,0.3136842105263158,1,0,0,0,1,0,0.037735849056603765,0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout
1,17,2,9773,1,1,0.28421052631578947,1,38,37,5,3,0.2589473684210526,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7114474929044465,0.0,0.0,0.2608695652173913,0.30303030303030304,0.25,0.6676923076923077,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate
2,39,1,8014,0,1,0.05263157894736836,1,37,38,9,9,0.4894736842105263,0,0,0,1,0,0,0.5283018867924527,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6534216335540839,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate
2,39,1,9991,0,19,0.4010526315789473,1,37,37,9,7,0.20842105263157884,0,0,1,1,1,0,0.6226415094339623,0,0.0,0.19230769230769232,0.22222222222222224,0.19230769230769232,0.6281929990539262,0.0,0.0,0.21739130434782608,0.5151515151515151,0.25,0.6192307692307691,0.41666666666666663,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate
1,1,1,9500,1,1,0.49473684210526314,1,19,38,7,10,0.351578947368421,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.2692307692307693,0.2,0.2692307692307693,0.704635761589404,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7724230769230769,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate
1,18,4,9254,1,1,0.2526315789473683,1,37,37,9,9,0.19052631578947365,1,0,0,0,1,0,0.09433962264150941,0,0.0,0.19230769230769232,0.11111111111111112,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,Dropout
1,1,3,9238,1,1,0.4421052631578948,62,1,1,9,9,0.3610526315789475,0,0,0,1,0,1,0.07547169811320753,1,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7350993377483444,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7615384615384615,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate
1,1,1,9238,1,1,0.4526315789473685,1,1,19,4,7,0.2947368421052632,1,0,1,0,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6039735099337749,0.0,0.0,0.2608695652173913,0.42424242424242425,0.1,0.7269230769230769,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout
1,1,1,9670,1,1,0.463157894736842,1,38,19,5,7,0.37473684210526303,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6534216335540839,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7646153846153845,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate
1,1,1,9500,1,1,0.43157894736842106,1,19,38,9,9,0.25578947368421057,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7000946073793756,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7115384615384615,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate
1,1,2,9853,1,1,0.3999999999999999,1,19,37,4,9,0.3705263157894736,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout
1,53,1,9254,1,42,0.1578947368421053,1,1,1,4,7,0.1768421052631579,1,0,0,1,0,1,0.07547169811320753,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.5600756859035004,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5923076923076923,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate
1,1,1,9085,1,1,0.5684210526315789,1,38,37,5,5,0.443157894736842,1,0,0,1,0,1,0.018867924528301883,0,0.0,0.19230769230769232,0.15555555555555556,0.15384615384615385,0.7019867549668874,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6461538461538461,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate
1,1,1,9773,1,1,0.33684210526315783,1,19,37,9,3,0.2705263157894737,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6993377483443708,0.0,0.0,0.2608695652173913,0.21212121212121213,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,Dropout
1,18,1,9238,1,1,0.4421052631578948,1,19,38,5,8,0.4463157894736842,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.22222222222222224,0.038461538461538464,0.6357615894039735,0.0,0.0,0.2608695652173913,0.42424242424242425,0.1,0.5923076923076923,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Enrolled
1,17,2,9500,1,1,0.42105263157894735,1,19,1,5,4,0.33999999999999986,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.7049668874172186,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7831923076923076,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate
1,1,1,9130,1,1,0.4421052631578948,1,3,19,3,5,0.4347368421052633,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.19230769230769232,0.17777777777777778,0.15384615384615385,0.6622516556291391,0.08333333333333333,0.0,0.21739130434782608,0.24242424242424243,0.2,0.6596153846153846,0.16666666666666666,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate
1,1,1,9853,1,1,0.4736842105263157,1,19,19,7,7,0.31157894736842096,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.6181015452538631,0.0,0.0,0.30434782608695654,0.24242424242424243,0.30000000000000004,0.7269230769230769,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled
1,1,3,171,1,1,0.28421052631578947,1,1,1,9,8,0.26631578947368406,0,0,0,1,0,1,0.07547169811320753,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate
1,18,4,9556,1,1,0.33684210526315783,1,1,38,4,7,0.28210526315789464,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.2692307692307693,0.3111111111111111,0.2692307692307693,0.6059602649006622,0.0,0.0,0.34782608695652173,0.2727272727272727,0.4,0.6151923076923077,0.0,0.5930232558139535,1.0,0.3117569352708058,Enrolled
1,1,4,9500,1,1,0.49473684210526314,1,19,19,1,1,0.32105263157894726,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6811731315042574,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6923076923076923,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate
1,1,4,9670,1,1,0.3157894736842104,1,1,38,4,7,0.20947368421052626,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.7086092715231788,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6615384615384615,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate
1,1,1,9500,1,1,0.3263157894736841,1,19,19,3,7,0.3042105263157895,0,0,0,1,0,0,0.037735849056603765,0,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.704459161147903,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7599999999999999,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate
1,1,1,9238,1,1,0.5894736842105264,1,19,38,9,9,0.6526315789473685,1,0,1,1,0,1,0.018867924528301883,0,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.614569536423841,0.0,0.0,0.2608695652173913,0.36363636363636365,0.2,0.5923076923076923,0.0,0.0,0.7555555555555555,0.5785997357992074,Enrolled
1,17,2,9238,1,1,0.21052631578947367,1,19,38,7,8,0.22526315789473683,1,0,0,1,0,0,0.07547169811320753,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.6026490066225165,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7153846153846154,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate
1,1,1,9085,1,1,0.4526315789473685,1,19,19,3,3,0.3789473684210527,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.19230769230769232,0.2,0.19230769230769232,0.6710816777041942,0.16666666666666666,0.0,0.21739130434782608,0.21212121212121213,0.2,0.7,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled
1,1,1,9147,1,1,0.42105263157894735,1,19,1,9,9,0.28526315789473666,1,0,0,1,0,0,0.05660377358490565,0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6357615894039735,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6641025641025641,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate
1,17,2,9500,1,1,0.33684210526315783,1,3,3,1,10,0.2505263157894737,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.2692307692307693,0.2,0.23076923076923078,0.6852097130242825,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.7385897435897436,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled
1,44,1,9003,1,39,0.5789473684210527,1,4,5,4,2,0.5789473684210527,0,0,0,1,1,0,0.07547169811320753,0,0.0,0.23076923076923078,0.33333333333333337,0.19230769230769232,0.6281929990539262,0.0,0.0,0.2608695652173913,0.5151515151515151,0.25,0.5692307692307692,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Enrolled
1,51,1,9070,1,1,0.3157894736842104,1,42,3,125,124,0.368421052631579,1,0,0,1,1,0,0.05660377358490565,0,0.1,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6799116997792495,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.7215384615384615,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate
1,1,1,9147,1,1,0.5052631578947369,1,1,1,4,6,0.4610526315789474,0,0,0,0,1,0,0.018867924528301883,0,0.0,0.19230769230769232,0.2,0.11538461538461539,0.6004415011037528,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.7269230769230769,0.0,0.15116279069767458,0.4888888888888888,1.0,Enrolled
1,18,1,8014,0,1,0.4526315789473685,1,19,1,9,5,0.4157894736842105,1,0,0,1,0,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6710816777041942,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7740384615384615,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate
1,1,1,9991,0,1,0.368421052631579,1,2,37,3,9,0.38315789473684214,0,0,0,1,1,0,0.32075471698113206,0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.656953642384106,0.0,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7230769230769231,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate
1,39,1,33,1,1,0.368421052631579,1,38,37,9,6,0.07894736842105265,0,0,1,0,1,0,0.3773584905660377,0,0.0,0.2692307692307693,0.15555555555555556,0.0,0.0,0.0,0.0,0.30434782608695654,0.21212121212121213,0.05,0.5384615384615384,0.0,0.15116279069767458,0.4888888888888888,1.0,Dropout
1,39,1,9119,1,10,0.4010526315789473,1,34,37,0,0,0.35578947368421066,1,0,0,1,1,0,0.490566037735849,0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,Dropout
1,43,1,9147,1,1,0.4736842105263157,1,37,37,6,6,0.29368421052631577,0,0,0,1,0,0,0.7169811320754718,0,0.0,0.19230769230769232,0.22222222222222224,0.038461538461538464,0.5298013245033113,0.0,0.0,0.21739130434782608,0.24242424242424243,0.1,0.6461538461538461,0.16666666666666666,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout
4,39,1,9991,0,1,0.26315789473684204,1,19,19,9,3,0.19894736842105276,1,0,0,1,0,0,0.4150943396226415,0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5827814569536424,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.6246153846153846,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate
1,44,1,9130,1,39,0.26315789473684204,6,4,4,3,6,0.26315789473684204,0,0,1,0,0,0,0.05660377358490565,1,0.1,0.23076923076923078,0.2888888888888889,0.11538461538461539,0.6181015452538631,0.0,0.05263157894736842,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6461538461538461,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout
1,1,5,9773,1,1,0.3263157894736841,1,3,3,2,2,0.27473684210526317,0,0,1,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.13333333333333333,0.15384615384615385,0.6754966887417219,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Dropout
1,1,2,9147,1,1,0.3999999999999999,1,3,19,2,7,0.2673684210526317,1,0,0,1,0,0,0.09433962264150941,0,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7841059602649006,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate
1,1,6,9500,1,1,0.08421052631578951,1,1,3,2,2,0.05894736842105264,1,1,0,1,0,0,0.09433962264150941,0,0.0,0.2692307692307693,0.2,0.19230769230769232,0.737907284768212,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7723076923076921,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate
1,17,1,9773,1,1,0.26315789473684204,1,1,38,5,5,0.2778947368421052,0,0,0,0,0,0,0.05660377358490565,0,0.0,0.23076923076923078,0.15555555555555556,0.15384615384615385,0.6887417218543046,0.0,0.0,0.2608695652173913,0.21212121212121213,0.25,0.7430769230769231,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout
1,39,1,9991,0,1,0.4010526315789473,1,37,37,9,9,0.15473684210526306,0,0,0,1,0,0,0.22641509433962265,0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout
1,17,1,9991,0,1,0.6210526315789473,1,38,38,4,5,0.41157894736842104,0,0,0,1,0,0,0.13207547169811323,0,0.0,0.19230769230769232,0.2,0.07692307692307693,0.609271523178808,0.0,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.7717948717948717,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,Enrolled
1,17,2,9238,1,1,0.368421052631579,1,19,19,9,9,0.3431578947368421,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6181015452538631,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7107692307692307,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate
1,17,6,9500,1,1,0.3894736842105262,1,37,19,7,7,0.39368421052631586,1,0,0,1,0,1,0.09433962264150941,0,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.7161147902869757,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.7415384615384615,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,Graduate
1,44,1,8014,0,39,0.368421052631579,1,1,19,9,9,0.4042105263157896,0,0,0,1,0,1,0.07547169811320753,0,0.15000000000000002,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.609271523178808,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7153846153846154,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate
1,1,1,9238,1,1,0.463157894736842,1,37,38,9,9,0.32736842105263153,0,0,0,1,0,1,0.037735849056603765,0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6534216335540839,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.691025641025641,0.0,0.5930232558139535,1.0,0.3117569352708058,Graduate
1,39,1,9254,1,1,0.368421052631579,1,19,38,9,7,0.1947368421052631,0,0,0,1,0,1,0.13207547169811323,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7240618101545253,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7628205128205128,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Graduate
1,1,1,9500,1,1,0.463157894736842,1,37,38,6,6,0.2768421052631578,1,0,0,1,0,1,0.037735849056603765,0,0.0,0.3076923076923077,0.22222222222222224,0.23076923076923078,0.6269315673289183,0.0,0.0,0.34782608695652173,0.30303030303030304,0.30000000000000004,0.6371794871794871,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled
1,1,1,9773,1,1,0.33684210526315783,1,1,19,7,7,0.28210526315789464,1,0,0,1,0,1,0.05660377358490565,0,0.0,0.23076923076923078,0.24444444444444446,0.15384615384615385,0.7417218543046358,0.0,0.0,0.2608695652173913,0.36363636363636365,0.15000000000000002,0.5923076923076923,0.0,0.2093023255813954,0.0,0.12417437252311753,Enrolled
1,1,3,9130,1,1,0.7578947368421052,1,37,37,90,90,0.6768421052631579,0,0,0,1,0,0,0.037735849056603765,0,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.7795648060548722,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.0,0.0,0.7555555555555555,0.5785997357992074,Graduate
1,39,1,9991,0,1,0.368421052631579,1,38,38,9,9,0.26315789473684204,0,0,0,1,0,0,0.18867924528301888,0,0.0,0.19230769230769232,0.26666666666666666,0.19230769230769232,0.5615894039735099,0.0,0.0,0.21739130434782608,0.30303030303030304,0.25,0.5923076923076923,0.0,0.2093023255813954,0.0,0.12417437252311753,Dropout
1,1,1,9500,1,1,0.368421052631579,1,1,19,5,5,0.35894736842105246,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.2,0.2692307692307693,0.6910963944076527,0.0,0.0,0.34782608695652173,0.30303030303030304,0.4,0.7320384615384615,0.0,0.9186046511627907,0.7999999999999999,0.0,Graduate
2,7,1,9254,1,3,0.368421052631579,1,1,3,4,3,0.368421052631579,0,0,0,1,0,0,0.4150943396226415,0,0.0,0.23076923076923078,0.22222222222222224,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout
